h,s,v,value
93,62,181,0
94,66,182,0
94,68,184,0
92,66,181,0
91,64,179,0
91,61,179,0
89,60,178,0
89,60,178,0
89,60,179,0
91,61,181,0
91,61,181,0
91,59,182,0
91,59,182,0
91,59,183,0
91,59,183,0
91,58,184,0
91,59,183,0
91,59,182,0
91,59,181,0
91,61,181,0
91,61,180,0
91,61,180,0
91,60,182,0
91,60,182,0
91,61,181,0
91,61,181,0
91,60,182,0
93,62,184,0
92,65,183,0
93,63,182,0
92,66,181,0
92,66,181,0
92,66,182,0
92,65,184,0
92,65,185,0
92,65,185,0
92,65,185,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
93,62,186,0
93,62,186,0
93,62,186,0
93,62,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,65,185,0
92,64,186,0
92,64,188,0
92,65,188,0
92,66,186,0
92,66,186,0
92,66,186,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,188,0
92,65,188,0
92,65,188,0
92,65,188,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,188,0
92,64,188,0
92,64,188,0
92,65,189,0
92,64,190,0
92,64,190,0
92,64,190,0
93,67,191,0
93,67,190,0
93,67,191,0
93,66,192,0
93,67,190,0
93,67,190,0
92,63,189,0
92,63,190,0
91,58,190,0
91,57,191,0
89,38,175,0
91,39,177,0
92,46,176,0
94,52,178,0
94,57,183,0
95,62,184,0
95,65,181,0
94,66,182,0
93,64,180,0
91,61,179,0
91,61,180,0
89,60,179,0
90,58,177,0
91,56,178,0
92,58,181,0
92,57,182,0
93,61,185,0
93,61,185,0
93,61,185,0
93,61,184,0
93,61,184,0
93,61,184,0
93,61,184,0
93,61,185,0
93,62,181,0
93,62,182,0
93,61,183,0
93,61,183,0
93,61,183,0
93,62,182,0
93,62,181,0
93,62,181,0
93,62,182,0
93,63,182,0
93,62,181,0
93,63,181,0
93,64,180,0
93,63,181,0
93,63,183,0
93,62,185,0
93,62,186,0
93,62,186,0
93,62,186,0
93,62,186,0
92,64,186,0
92,64,186,0
92,65,185,0
92,65,185,0
91,62,184,0
91,62,184,0
91,62,184,0
91,62,184,0
91,62,184,0
91,62,184,0
91,63,183,0
91,63,183,0
91,63,183,0
91,62,184,0
91,62,185,0
91,62,186,0
91,62,186,0
91,62,185,0
91,62,185,0
91,62,185,0
92,63,189,0
92,64,187,0
92,64,186,0
92,64,186,0
92,64,187,0
92,64,188,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,188,0
92,63,189,0
92,63,190,0
92,63,191,0
92,63,191,0
94,65,192,0
94,65,192,0
94,65,192,0
94,65,192,0
94,65,193,0
94,65,193,0
94,65,192,0
94,65,191,0
93,60,190,0
93,60,191,0
91,56,190,0
91,56,191,0
89,38,175,0
91,42,177,0
93,45,176,0
94,52,178,0
95,56,183,0
95,62,184,0
95,63,181,0
95,64,182,0
93,64,180,0
91,62,178,0
91,61,179,0
89,60,178,0
91,56,178,0
